"SOURCE MAPPING  —  Every source question mapped to its Impactree Indicator  |  Filter by Standard, Module, or Indicator ID",,,,,,
Impactree ID,Module,Indicator,Source Standard,Source Question ID,Source Question Text,Source Section / Module
IMP-M08-I02,Waste & Materials,Waste Recycled & Recovered,GRI,GRI-306-4c,"[Waste diverted from disposal] Total weight of non-hazardous waste diverted from disposal in metric tons, and a",GRI 306_ Waste 2020
IMP-M08-I02,Waste & Materials,Waste Recycled & Recovered,GRI,GRI-306-4d,"[Waste diverted from disposal] For each recovery operation listed in Disclosures 306-4-b and 306-4-c, a breakdown of",GRI 306_ Waste 2020
IMP-M08-I02,Waste & Materials,Waste Recycled & Recovered,GRI,GRI-306-4e,[Waste diverted from disposal] Contextual information necessary to understand the data and how the data has been,GRI 306_ Waste 2020
IMP-M08-I02,Waste & Materials,Waste Recycled & Recovered,GRI,GRI-306-4i,[Transport of hazardous waste] Hazardous waste transported,GRI 306_ Effluents and Waste 2016
IMP-M08-I02,Waste & Materials,Waste Recycled & Recovered,GRI,GRI-306-4i,[Waste diverted from disposal] Preparation for reuse;,GRI 306_ Waste 2020
IMP-M08-I03,Waste & Materials,Waste Disposed,GRI,GRI-306-5a,[Water bodies affected by water discharges and/or] Water bodies and related habitats that are significantly affected by water discharges and/or,GRI 306_ Effluents and Waste 2016
IMP-M08-I03,Waste & Materials,Waste Disposed,GRI,GRI-306-5a,"[Waste directed to disposal] Total weight of waste directed to disposal in metric tons, and a breakdown of this total",GRI 306_ Waste 2020
IMP-M08-I03,Waste & Materials,Waste Disposed,GRI,GRI-306-5b,"[Waste directed to disposal] Total weight of hazardous waste directed to disposal in metric tons, and a breakdown",GRI 306_ Waste 2020
IMP-M08-I03,Waste & Materials,Waste Disposed,GRI,GRI-306-5c,"[Waste directed to disposal] Total weight of non-hazardous waste directed to disposal in metric tons, and a",GRI 306_ Waste 2020
IMP-M08-I03,Waste & Materials,Waste Disposed,GRI,GRI-306-5d,"[Waste directed to disposal] For each disposal operation listed in Disclosures 306-5-b and 306-5-c, a breakdown of",GRI 306_ Waste 2020
IMP-M08-I03,Waste & Materials,Waste Disposed,GRI,GRI-306-5e,[Waste directed to disposal] Contextual information necessary to understand the data and how the data has been,GRI 306_ Waste 2020
IMP-M08-I03,Waste & Materials,Waste Disposed,GRI,GRI-306-5i,[Water bodies affected by water discharges and/or] the size of the water body and related habitat;,GRI 306_ Effluents and Waste 2016
IMP-M08-I03,Waste & Materials,Waste Disposed,GRI,GRI-306-5i,[Waste directed to disposal] Incineration (with energy recovery);,GRI 306_ Waste 2020
IMP-M13-I02,Supply Chain & Procurement,Supplier Environmental Assessment,GRI,GRI-308-1a,[New suppliers that were screened using] Percentage of new suppliers that were screened using environmental criteria.,GRI 308_ Supplier Environmental Assessment 2016
IMP-M13-I02,Supply Chain & Procurement,Supplier Environmental Assessment,GRI,GRI-308-2a,[Negative environmental impacts in the supply] Number of suppliers assessed for environmental impacts.,GRI 308_ Supplier Environmental Assessment 2016
IMP-M13-I02,Supply Chain & Procurement,Supplier Environmental Assessment,GRI,GRI-308-2b,[Negative environmental impacts in the supply] Number of suppliers identified as having significant actual and potential negative,GRI 308_ Supplier Environmental Assessment 2016
IMP-M13-I02,Supply Chain & Procurement,Supplier Environmental Assessment,GRI,GRI-308-2c,[Negative environmental impacts in the supply] Significant actual and potential negative environmental impacts identified in the supply,GRI 308_ Supplier Environmental Assessment 2016
IMP-M13-I02,Supply Chain & Procurement,Supplier Environmental Assessment,GRI,GRI-308-2d,[Negative environmental impacts in the supply] Percentage of suppliers identified as having significant actual and potential negative,GRI 308_ Supplier Environmental Assessment 2016
IMP-M13-I02,Supply Chain & Procurement,Supplier Environmental Assessment,GRI,GRI-308-2e,[Negative environmental impacts in the supply] Percentage of suppliers identified as having significant actual and potential negative,GRI 308_ Supplier Environmental Assessment 2016
IMP-M14-I02,Labor & Human Rights,Employee Turnover & Retention,GRI,GRI-401-1a,"[New employee hires and employee turnover] Total number and rate of new employee hires during the reporting period, by age group,",GRI 401_ Employment 2016
IMP-M14-I02,Labor & Human Rights,Employee Turnover & Retention,GRI,GRI-401-1b,"[New employee hires and employee turnover] Total number and rate of employee turnover during the reporting period, by age group,",GRI 401_ Employment 2016
IMP-M14-I04,Labor & Human Rights,Employee Benefits & Well-being,GRI,GRI-401-2a,[Benefits provided to full-time employees that are] Benefits which are standard for full-time employees of the organization but are not,GRI 401_ Employment 2016
IMP-M14-I04,Labor & Human Rights,Employee Benefits & Well-being,GRI,GRI-401-2b,[Benefits provided to full-time employees that are] The definition used for ‘significant locations of operation’.,GRI 401_ Employment 2016
IMP-M14-I04,Labor & Human Rights,Employee Benefits & Well-being,GRI,GRI-401-2i,[Benefits provided to full-time employees that are] life insurance;,GRI 401_ Employment 2016
IMP-M14-I04,Labor & Human Rights,Employee Benefits & Well-being,GRI,GRI-401-2v,[Benefits provided to full-time employees that are] retirement provision;,GRI 401_ Employment 2016
IMP-M14-I05,Labor & Human Rights,Parental Leave & Return to Work,GRI,GRI-401-3a,"[Parental leave] Total number of employees that were entitled to parental leave, by gender.",GRI 401_ Employment 2016
IMP-M14-I05,Labor & Human Rights,Parental Leave & Return to Work,GRI,GRI-401-3b,"[Parental leave] Total number of employees that took parental leave, by gender.",GRI 401_ Employment 2016
IMP-M14-I05,Labor & Human Rights,Parental Leave & Return to Work,GRI,GRI-401-3c,[Parental leave] Total number of employees that returned to work in the reporting period after parental,GRI 401_ Employment 2016
IMP-M14-I05,Labor & Human Rights,Parental Leave & Return to Work,GRI,GRI-401-3d,[Parental leave] Total number of employees that returned to work after parental leave ended that were,GRI 401_ Employment 2016
IMP-M14-I05,Labor & Human Rights,Parental Leave & Return to Work,GRI,GRI-401-3e,"[Parental leave] Return to work and retention rates of employees that took parental leave, by gender.",GRI 401_ Employment 2016
IMP-M14-I06,Labor & Human Rights,Freedom of Association & Collective Bargaining,GRI,GRI-402-1a,[Minimum notice periods regarding operational] Minimum number of weeks’ notice typically provided to employees and their,GRI 402_ Labor and Management Relations 2016
IMP-M14-I06,Labor & Human Rights,Freedom of Association & Collective Bargaining,GRI,GRI-402-1b,"[Minimum notice periods regarding operational] For organizations with collective bargaining agreements, report whether the",GRI 402_ Labor and Management Relations 2016
IMP-M15-I06,Occupational Health & Safety,Occupational Diseases & Ill-health,GRI,GRI-403-10a,[Work-related ill health] For all employees:,GRI 403_ Occupational Health and Safety 2018
IMP-M15-I06,Occupational Health & Safety,Occupational Diseases & Ill-health,GRI,GRI-403-10b,[Work-related ill health] For all workers who are not employees but whose work and/or workplace is controlled,GRI 403_ Occupational Health and Safety 2018
IMP-M15-I06,Occupational Health & Safety,Occupational Diseases & Ill-health,GRI,GRI-403-10c,"[Work-related ill health] The work-related hazards that pose a risk of ill health, including:",GRI 403_ Occupational Health and Safety 2018
IMP-M15-I06,Occupational Health & Safety,Occupational Diseases & Ill-health,GRI,GRI-403-10d,"[Work-related ill health] Whether and, if so, why any workers have been excluded from this disclosure, including",GRI 403_ Occupational Health and Safety 2018
IMP-M15-I06,Occupational Health & Safety,Occupational Diseases & Ill-health,GRI,GRI-403-10e,"[Work-related ill health] Any contextual information necessary to understand how the data have been compiled,",GRI 403_ Occupational Health and Safety 2018
IMP-M15-I06,Occupational Health & Safety,Occupational Diseases & Ill-health,GRI,GRI-403-10i,[Work-related ill health] The number of fatalities as a result of work-related ill health;,GRI 403_ Occupational Health and Safety 2018
IMP-M15-I01,Occupational Health & Safety,OHS Management System,GRI,GRI-403-1a,[Occupational health and safety management] A statement of whether an occupational health and safety management system has,GRI 403_ Occupational Health and Safety 2018
IMP-M15-I01,Occupational Health & Safety,OHS Management System,GRI,GRI-403-1b,"[Occupational health and safety management] A description of the scope of workers, activities, and workplaces covered by the",GRI 403_ Occupational Health and Safety 2018
IMP-M15-I01,Occupational Health & Safety,OHS Management System,GRI,GRI-403-1i,"[Occupational health and safety management] the system has been implemented because of legal requirements and, if so, a list",GRI 403_ Occupational Health and Safety 2018
IMP-M15-I02,Occupational Health & Safety,Hazard Identification & Risk Assessment,GRI,GRI-403-2a,"[Hazard identification, risk assessment, and] A description of the processes used to identify work-related hazards and assess risks",GRI 403_ Occupational Health and Safety 2018
IMP-M15-I02,Occupational Health & Safety,Hazard Identification & Risk Assessment,GRI,GRI-403-2b,"[Hazard identification, risk assessment, and] A description of the processes for workers to report work-related hazards and",GRI 403_ Occupational Health and Safety 2018
IMP-M15-I02,Occupational Health & Safety,Hazard Identification & Risk Assessment,GRI,GRI-403-2c,"[Hazard identification, risk assessment, and] A description of the policies and processes for workers to remove themselves from",GRI 403_ Occupational Health and Safety 2018
IMP-M15-I02,Occupational Health & Safety,Hazard Identification & Risk Assessment,GRI,GRI-403-2d,"[Hazard identification, risk assessment, and] A description of the processes used to investigate work-related incidents, including the",GRI 403_ Occupational Health and Safety 2018
IMP-M15-I02,Occupational Health & Safety,Hazard Identification & Risk Assessment,GRI,GRI-403-2i,"[Hazard identification, risk assessment, and] how the organization ensures the quality of these processes, including the",GRI 403_ Occupational Health and Safety 2018
IMP-M15-I07,Occupational Health & Safety,Healthcare & Medical Services,GRI,GRI-403-3a,[Occupational health services] A description of the occupational health services’ functions that contribute to the,GRI 403_ Occupational Health and Safety 2018
IMP-M15-I03,Occupational Health & Safety,Worker Participation in OHS,GRI,GRI-403-4a,"[Worker participation, consultation, and] A description of the processes for worker participation and consultation in the",GRI 403_ Occupational Health and Safety 2018
IMP-M15-I03,Occupational Health & Safety,Worker Participation in OHS,GRI,GRI-403-4b,"[Worker participation, consultation, and] Where formal joint management-worker health and safety committees exist, a",GRI 403_ Occupational Health and Safety 2018
IMP-M15-I08,Occupational Health & Safety,OHS Training & Awareness,GRI,GRI-403-5a,"[Worker training on occupational health and safety] A description of any occupational health and safety training provided to workers,",GRI 403_ Occupational Health and Safety 2018
IMP-M15-I07,Occupational Health & Safety,Healthcare & Medical Services,GRI,GRI-403-6a,[Promotion of worker health] An explanation of how the organization facilitates workers’ access to non-occupational,GRI 403_ Occupational Health and Safety 2018
IMP-M15-I07,Occupational Health & Safety,Healthcare & Medical Services,GRI,GRI-403-6b,[Promotion of worker health] A description of any voluntary health promotion services and programs offered to,GRI 403_ Occupational Health and Safety 2018
IMP-M15-I02,Occupational Health & Safety,Hazard Identification & Risk Assessment,GRI,GRI-403-7a,[Prevention and mitigation of occupational health] A description of the organization’s approach to preventing or mitigating significant,GRI 403_ Occupational Health and Safety 2018
IMP-M15-I01,Occupational Health & Safety,OHS Management System,GRI,GRI-403-8a,[Workers covered by an occupational health and] If the organization has implemented an occupational health and safety management,GRI 403_ Occupational Health and Safety 2018
IMP-M15-I01,Occupational Health & Safety,OHS Management System,GRI,GRI-403-8b,"[Workers covered by an occupational health and] Whether and, if so, why any workers have been excluded from this disclosure, including",GRI 403_ Occupational Health and Safety 2018
IMP-M15-I01,Occupational Health & Safety,OHS Management System,GRI,GRI-403-8c,"[Workers covered by an occupational health and] Any contextual information necessary to understand how the data have been compiled,",GRI 403_ Occupational Health and Safety 2018
IMP-M15-I01,Occupational Health & Safety,OHS Management System,GRI,GRI-403-8i,[Workers covered by an occupational health and] the number and percentage of all employees and workers who are not employees,GRI 403_ Occupational Health and Safety 2018
IMP-M15-I04,Occupational Health & Safety,Safety Incidents & Lost Time Injuries,GRI,GRI-403-9a,[Work-related injuries] For all employees:,GRI 403_ Occupational Health and Safety 2018
IMP-M15-I04,Occupational Health & Safety,Safety Incidents & Lost Time Injuries,GRI,GRI-403-9b,[Work-related injuries] For all workers who are not employees but whose work and/or workplace is controlled,GRI 403_ Occupational Health and Safety 2018
IMP-M15-I04,Occupational Health & Safety,Safety Incidents & Lost Time Injuries,GRI,GRI-403-9c,"[Work-related injuries] The work-related hazards that pose a risk of high-consequence injury, including:",GRI 403_ Occupational Health and Safety 2018
IMP-M15-I04,Occupational Health & Safety,Safety Incidents & Lost Time Injuries,GRI,GRI-403-9d,[Work-related injuries] Any actions taken or underway to eliminate other work-related hazards and minimize,GRI 403_ Occupational Health and Safety 2018
IMP-M15-I04,Occupational Health & Safety,Safety Incidents & Lost Time Injuries,GRI,GRI-403-9e,"[Work-related injuries] Whether the rates have been calculated based on 200,000 or 1,000,000 hours worked.",GRI 403_ Occupational Health and Safety 2018
IMP-M15-I04,Occupational Health & Safety,Safety Incidents & Lost Time Injuries,GRI,GRI-403-9f,"[Work-related injuries] Whether and, if so, why any workers have been excluded from this disclosure, including",GRI 403_ Occupational Health and Safety 2018
IMP-M15-I04,Occupational Health & Safety,Safety Incidents & Lost Time Injuries,GRI,GRI-403-9g,"[Work-related injuries] Any contextual information necessary to understand how the data have been compiled,",GRI 403_ Occupational Health and Safety 2018
IMP-M15-I04,Occupational Health & Safety,Safety Incidents & Lost Time Injuries,GRI,GRI-403-9i,[Work-related injuries] The number and rate of fatalities as a result of work-related injury;,GRI 403_ Occupational Health and Safety 2018
